date,area,cases,tests,deaths
2021-01-22,Fermanagh and Omagh,29,128,2
2021-01-23,Fermanagh and Omagh,17,94,1
2021-01-24,Fermanagh and Omagh,29,80,0
2021-01-25,Fermanagh and Omagh,30,134,2
2021-01-26,Fermanagh and Omagh,23,125,0
2021-01-27,Fermanagh and Omagh,24,91,0
2021-01-28,Fermanagh and Omagh,30,117,0
2021-01-29,Fermanagh and Omagh,26,127,3
2021-01-30,Fermanagh and Omagh,15,80,2
2021-01-31,Fermanagh and Omagh,13,79,0
2021-02-01,Fermanagh and Omagh,12,131,1
2021-02-02,Fermanagh and Omagh,17,141,0
2021-02-03,Fermanagh and Omagh,13,99,0
2021-02-04,Fermanagh and Omagh,24,111,1
2021-02-05,Fermanagh and Omagh,14,84,0
2021-02-06,Fermanagh and Omagh,9,64,0
2021-02-07,Fermanagh and Omagh,5,56,0
2021-02-08,Fermanagh and Omagh,11,108,0
2021-02-09,Fermanagh and Omagh,4,54,0
2021-02-10,Fermanagh and Omagh,2,55,0
2021-02-11,Fermanagh and Omagh,16,52,0
2021-02-12,Fermanagh and Omagh,6,54,0
2021-02-13,Fermanagh and Omagh,3,20,0
2021-02-14,Fermanagh and Omagh,8,40,0
2021-02-15,Fermanagh and Omagh,12,86,0
2021-02-16,Fermanagh and Omagh,6,75,1
2021-02-17,Fermanagh and Omagh,11,66,1
2021-02-18,Fermanagh and Omagh,9,69,1
2021-02-19,Fermanagh and Omagh,6,57,0
2021-02-20,Fermanagh and Omagh,7,63,0
2021-02-21,Fermanagh and Omagh,1,40,0
2021-02-22,Fermanagh and Omagh,8,72,0
2021-02-23,Fermanagh and Omagh,7,98,0
2021-02-24,Fermanagh and Omagh,6,71,0
2021-02-25,Fermanagh and Omagh,11,55,0
2021-02-26,Fermanagh and Omagh,6,66,0
2021-02-27,Fermanagh and Omagh,0,37,0
2021-02-28,Fermanagh and Omagh,7,34,0
2021-03-01,Fermanagh and Omagh,9,77,0
2021-03-02,Fermanagh and Omagh,6,63,0
2021-03-03,Fermanagh and Omagh,6,58,0
2021-03-04,Fermanagh and Omagh,7,50,0
2021-03-05,Fermanagh and Omagh,1,52,0
2021-03-06,Fermanagh and Omagh,7,50,0
2021-03-07,Fermanagh and Omagh,4,60,0
2021-03-08,Fermanagh and Omagh,9,66,0
2021-03-09,Fermanagh and Omagh,5,57,0
2021-03-10,Fermanagh and Omagh,9,77,0
2021-03-11,Fermanagh and Omagh,6,55,0
2021-03-12,Fermanagh and Omagh,4,53,0
2021-03-13,Fermanagh and Omagh,3,37,0
2021-03-14,Fermanagh and Omagh,7,38,0
2021-03-15,Fermanagh and Omagh,7,83,0
2021-03-16,Fermanagh and Omagh,6,53,0
2021-03-17,Fermanagh and Omagh,5,40,0
2021-03-18,Fermanagh and Omagh,9,81,0
2021-03-19,Fermanagh and Omagh,2,50,0
2021-03-20,Fermanagh and Omagh,5,55,0
2021-03-21,Fermanagh and Omagh,1,42,1
2021-03-22,Fermanagh and Omagh,3,68,0
2021-03-23,Fermanagh and Omagh,0,49,0
2021-03-24,Fermanagh and Omagh,9,57,0
2021-03-25,Fermanagh and Omagh,10,70,0
2021-03-26,Fermanagh and Omagh,5,64,0
2021-03-27,Fermanagh and Omagh,8,56,0
2021-03-28,Fermanagh and Omagh,7,77,0
2021-03-29,Fermanagh and Omagh,8,85,0
2021-03-30,Fermanagh and Omagh,11,64,0
2021-03-31,Fermanagh and Omagh,2,78,0
2021-04-01,Fermanagh and Omagh,4,49,0
2021-04-02,Fermanagh and Omagh,2,44,0
2021-04-03,Fermanagh and Omagh,1,23,0
2021-04-04,Fermanagh and Omagh,0,40,0
2021-04-05,Fermanagh and Omagh,1,63,1
2021-04-06,Fermanagh and Omagh,0,38,0
2021-04-07,Fermanagh and Omagh,5,50,0
2021-04-08,Fermanagh and Omagh,11,52,0
2021-04-09,Fermanagh and Omagh,7,76,0
2021-04-10,Fermanagh and Omagh,3,54,0
2021-04-11,Fermanagh and Omagh,3,76,0
2021-04-12,Fermanagh and Omagh,2,62,0
2021-04-13,Fermanagh and Omagh,2,80,0
2021-04-14,Fermanagh and Omagh,4,66,0
2021-04-15,Fermanagh and Omagh,6,56,0
2021-04-16,Fermanagh and Omagh,3,63,0
2021-04-17,Fermanagh and Omagh,5,61,0
2021-04-18,Fermanagh and Omagh,3,102,0
2021-04-19,Fermanagh and Omagh,5,104,0
2021-04-20,Fermanagh and Omagh,7,82,0
2021-04-21,Fermanagh and Omagh,13,94,0
2021-04-22,Fermanagh and Omagh,8,96,0
2021-04-23,Fermanagh and Omagh,9,95,0
2021-04-24,Fermanagh and Omagh,10,78,0
2021-04-25,Fermanagh and Omagh,2,97,0
2021-04-26,Fermanagh and Omagh,8,117,0
2021-04-27,Fermanagh and Omagh,8,117,0
2021-04-28,Fermanagh and Omagh,8,83,0
2021-04-29,Fermanagh and Omagh,4,74,0
2021-04-30,Fermanagh and Omagh,5,65,0
2021-05-01,Fermanagh and Omagh,3,72,0
2021-05-02,Fermanagh and Omagh,8,88,0
2021-05-03,Fermanagh and Omagh,5,104,0
2021-05-04,Fermanagh and Omagh,3,97,0
2021-05-05,Fermanagh and Omagh,2,85,0
2021-05-06,Fermanagh and Omagh,3,60,0
2021-05-07,Fermanagh and Omagh,4,94,0
2021-05-08,Fermanagh and Omagh,6,57,0
2021-05-09,Fermanagh and Omagh,5,93,0
2021-05-10,Fermanagh and Omagh,7,74,0
2021-05-11,Fermanagh and Omagh,6,91,0
2021-05-12,Fermanagh and Omagh,5,81,0
2021-05-13,Fermanagh and Omagh,2,52,0
2021-05-14,Fermanagh and Omagh,4,83,0
2021-05-15,Fermanagh and Omagh,1,68,0
2021-05-16,Fermanagh and Omagh,3,83,0
2021-05-17,Fermanagh and Omagh,7,164,0
2021-05-18,Fermanagh and Omagh,10,111,0
2021-05-19,Fermanagh and Omagh,6,115,0
2021-05-20,Fermanagh and Omagh,9,80,0
2021-05-21,Fermanagh and Omagh,3,110,0
2021-05-22,Fermanagh and Omagh,3,57,0
2021-05-23,Fermanagh and Omagh,3,71,0
2021-05-24,Fermanagh and Omagh,8,102,0
2021-05-25,Fermanagh and Omagh,1,101,0
2021-05-26,Fermanagh and Omagh,2,69,0
2021-05-27,Fermanagh and Omagh,2,36,0
2021-05-28,Fermanagh and Omagh,7,43,1
2021-05-29,Fermanagh and Omagh,4,59,0
2021-05-30,Fermanagh and Omagh,3,72,0
2021-05-31,Fermanagh and Omagh,4,69,0
2021-06-01,Fermanagh and Omagh,1,89,0
2021-06-02,Fermanagh and Omagh,4,68,0
2021-06-03,Fermanagh and Omagh,5,69,0
2021-06-04,Fermanagh and Omagh,1,80,0
2021-06-05,Fermanagh and Omagh,0,32,0
2021-06-06,Fermanagh and Omagh,2,60,0
2021-06-07,Fermanagh and Omagh,4,81,0
2021-06-08,Fermanagh and Omagh,11,116,0
2021-06-09,Fermanagh and Omagh,4,82,0
2021-06-10,Fermanagh and Omagh,6,63,0
2021-06-11,Fermanagh and Omagh,7,101,0
2021-06-12,Fermanagh and Omagh,11,70,0
2021-06-13,Fermanagh and Omagh,10,87,0
2021-06-14,Fermanagh and Omagh,9,116,0
2021-06-15,Fermanagh and Omagh,4,125,0
2021-06-16,Fermanagh and Omagh,14,96,0
2021-06-17,Fermanagh and Omagh,12,86,0
2021-06-18,Fermanagh and Omagh,5,118,0
2021-06-19,Fermanagh and Omagh,8,98,0
2021-06-20,Fermanagh and Omagh,3,86,0
2021-06-21,Fermanagh and Omagh,9,109,0
2021-06-22,Fermanagh and Omagh,8,107,0
2021-06-23,Fermanagh and Omagh,7,102,0
2021-06-24,Fermanagh and Omagh,7,102,0
2021-06-25,Fermanagh and Omagh,9,91,0
2021-06-26,Fermanagh and Omagh,11,82,0
2021-06-27,Fermanagh and Omagh,3,107,0
2021-06-28,Fermanagh and Omagh,10,124,0
2021-06-29,Fermanagh and Omagh,13,136,0
2021-06-30,Fermanagh and Omagh,19,122,0
2021-07-01,Fermanagh and Omagh,9,95,0
2021-07-02,Fermanagh and Omagh,8,125,0
2021-07-03,Fermanagh and Omagh,19,80,0
2021-07-04,Fermanagh and Omagh,13,111,0
2021-07-05,Fermanagh and Omagh,12,113,0
2021-07-06,Fermanagh and Omagh,14,144,0
2021-07-07,Fermanagh and Omagh,16,123,0
2021-07-08,Fermanagh and Omagh,13,91,0
2021-07-09,Fermanagh and Omagh,12,91,0
2021-07-10,Fermanagh and Omagh,12,80,0
2021-07-11,Fermanagh and Omagh,14,89,0
2021-07-12,Fermanagh and Omagh,16,99,0
2021-07-13,Fermanagh and Omagh,22,141,0
2021-07-14,Fermanagh and Omagh,39,159,0
2021-07-15,Fermanagh and Omagh,32,100,0
2021-07-16,Fermanagh and Omagh,34,144,0
2021-07-17,Fermanagh and Omagh,29,123,0
2021-07-18,Fermanagh and Omagh,15,97,1
2021-07-19,Fermanagh and Omagh,55,160,0
2021-07-20,Fermanagh and Omagh,34,181,0
2021-07-21,Fermanagh and Omagh,34,114,0
2021-07-22,Fermanagh and Omagh,48,149,0
2021-07-23,Fermanagh and Omagh,40,143,0
2021-07-24,Fermanagh and Omagh,45,132,0
2021-07-25,Fermanagh and Omagh,41,143,0
2021-07-26,Fermanagh and Omagh,42,195,0
2021-07-27,Fermanagh and Omagh,50,180,0
2021-07-28,Fermanagh and Omagh,53,164,0
2021-07-29,Fermanagh and Omagh,67,167,0
2021-07-30,Fermanagh and Omagh,60,169,1
2021-07-31,Fermanagh and Omagh,57,167,0
2021-08-01,Fermanagh and Omagh,38,148,0
2021-08-02,Fermanagh and Omagh,59,230,0
2021-08-03,Fermanagh and Omagh,75,242,0
2021-08-04,Fermanagh and Omagh,84,203,0
2021-08-05,Fermanagh and Omagh,108,252,0
2021-08-06,Fermanagh and Omagh,119,309,0
2021-08-07,Fermanagh and Omagh,86,255,0
2021-08-08,Fermanagh and Omagh,75,208,0
2021-08-09,Fermanagh and Omagh,114,338,0
2021-08-10,Fermanagh and Omagh,142,381,0
2021-08-11,Fermanagh and Omagh,144,339,0
2021-08-12,Fermanagh and Omagh,127,321,0
2021-08-13,Fermanagh and Omagh,136,336,1
2021-08-14,Fermanagh and Omagh,145,345,0
2021-08-15,Fermanagh and Omagh,148,301,0
2021-08-16,Fermanagh and Omagh,194,432,0
2021-08-17,Fermanagh and Omagh,207,472,0
2021-08-18,Fermanagh and Omagh,146,358,2
2021-08-19,Fermanagh and Omagh,152,380,1
2021-08-20,Fermanagh and Omagh,165,397,0
2021-08-21,Fermanagh and Omagh,158,404,1
2021-08-22,Fermanagh and Omagh,138,300,1
2021-08-23,Fermanagh and Omagh,171,424,0
2021-08-24,Fermanagh and Omagh,173,439,1
2021-08-25,Fermanagh and Omagh,191,406,0
2021-08-26,Fermanagh and Omagh,164,352,0
2021-08-27,Fermanagh and Omagh,173,407,1
2021-08-28,Fermanagh and Omagh,102,254,2
2021-08-29,Fermanagh and Omagh,109,263,0
2021-08-30,Fermanagh and Omagh,120,294,2
2021-08-31,Fermanagh and Omagh,130,376,1
2021-09-01,Fermanagh and Omagh,120,319,0
2021-09-02,Fermanagh and Omagh,100,364,0
2021-09-03,Fermanagh and Omagh,126,394,1
2021-09-04,Fermanagh and Omagh,102,347,0
2021-09-05,Fermanagh and Omagh,106,340,1
2021-09-06,Fermanagh and Omagh,138,489,0
2021-09-07,Fermanagh and Omagh,129,513,2
2021-09-08,Fermanagh and Omagh,130,457,0
2021-09-09,Fermanagh and Omagh,119,655,0
2021-09-10,Fermanagh and Omagh,113,638,1
2021-09-11,Fermanagh and Omagh,81,401,0
2021-09-12,Fermanagh and Omagh,75,284,1
2021-09-13,Fermanagh and Omagh,104,413,0
2021-09-14,Fermanagh and Omagh,88,512,1
2021-09-15,Fermanagh and Omagh,98,447,1
2021-09-16,Fermanagh and Omagh,92,346,0
2021-09-17,Fermanagh and Omagh,79,340,0
2021-09-18,Fermanagh and Omagh,71,306,0
2021-09-19,Fermanagh and Omagh,67,250,2
2021-09-20,Fermanagh and Omagh,85,312,1
2021-09-21,Fermanagh and Omagh,83,325,0
2021-09-22,Fermanagh and Omagh,65,288,0
2021-09-23,Fermanagh and Omagh,55,309,0
2021-09-24,Fermanagh and Omagh,68,376,1
2021-09-25,Fermanagh and Omagh,45,236,1
2021-09-26,Fermanagh and Omagh,54,215,0
2021-09-27,Fermanagh and Omagh,73,288,1
2021-09-28,Fermanagh and Omagh,73,267,1
2021-09-29,Fermanagh and Omagh,65,278,0
2021-09-30,Fermanagh and Omagh,71,240,0
2021-10-01,Fermanagh and Omagh,60,256,0
2021-10-02,Fermanagh and Omagh,47,197,1
2021-10-03,Fermanagh and Omagh,72,196,0
2021-10-04,Fermanagh and Omagh,88,318,0
2021-10-05,Fermanagh and Omagh,105,348,0
2021-10-06,Fermanagh and Omagh,71,245,0
2021-10-07,Fermanagh and Omagh,83,283,0
2021-10-08,Fermanagh and Omagh,101,308,0
2021-10-09,Fermanagh and Omagh,74,240,0
2021-10-10,Fermanagh and Omagh,76,235,0
2021-10-11,Fermanagh and Omagh,100,310,0
2021-10-12,Fermanagh and Omagh,85,368,0
2021-10-13,Fermanagh and Omagh,102,317,0
2021-10-14,Fermanagh and Omagh,88,280,0
2021-10-15,Fermanagh and Omagh,62,242,0
2021-10-16,Fermanagh and Omagh,46,194,0
2021-10-17,Fermanagh and Omagh,63,220,0
2021-10-18,Fermanagh and Omagh,109,385,0
2021-10-19,Fermanagh and Omagh,115,403,1
2021-10-20,Fermanagh and Omagh,106,324,0
2021-10-21,Fermanagh and Omagh,90,287,0
2021-10-22,Fermanagh and Omagh,69,252,0
2021-10-23,Fermanagh and Omagh,80,212,0
2021-10-24,Fermanagh and Omagh,78,221,0
2021-10-25,Fermanagh and Omagh,86,277,0
2021-10-26,Fermanagh and Omagh,100,297,0
2021-10-27,Fermanagh and Omagh,81,293,0
2021-10-28,Fermanagh and Omagh,66,235,0
2021-10-29,Fermanagh and Omagh,76,251,0
2021-10-30,Fermanagh and Omagh,68,226,1
2021-10-31,Fermanagh and Omagh,73,229,0
2021-11-01,Fermanagh and Omagh,83,304,0
2021-11-02,Fermanagh and Omagh,98,307,1
2021-11-03,Fermanagh and Omagh,89,244,1
2021-11-04,Fermanagh and Omagh,105,294,0
2021-11-05,Fermanagh and Omagh,88,265,0
2021-11-06,Fermanagh and Omagh,87,258,1
2021-11-07,Fermanagh and Omagh,76,225,0
2021-11-08,Fermanagh and Omagh,104,331,0
2021-11-09,Fermanagh and Omagh,120,352,1
2021-11-10,Fermanagh and Omagh,97,291,0
2021-11-11,Fermanagh and Omagh,113,328,0
2021-11-12,Fermanagh and Omagh,92,277,0
2021-11-13,Fermanagh and Omagh,66,256,1
2021-11-14,Fermanagh and Omagh,82,282,0
2021-11-15,Fermanagh and Omagh,99,340,0
2021-11-16,Fermanagh and Omagh,91,340,1
2021-11-17,Fermanagh and Omagh,101,309,1
2021-11-18,Fermanagh and Omagh,97,316,0
2021-11-19,Fermanagh and Omagh,92,354,0
2021-11-20,Fermanagh and Omagh,82,299,1
2021-11-21,Fermanagh and Omagh,73,273,0
2021-11-22,Fermanagh and Omagh,88,389,0
2021-11-23,Fermanagh and Omagh,90,415,0
2021-11-24,Fermanagh and Omagh,113,405,0
2021-11-25,Fermanagh and Omagh,82,307,0
2021-11-26,Fermanagh and Omagh,84,298,0
2021-11-27,Fermanagh and Omagh,81,278,0
2021-11-28,Fermanagh and Omagh,71,308,0
2021-11-29,Fermanagh and Omagh,137,461,0
2021-11-30,Fermanagh and Omagh,100,393,0
2021-12-01,Fermanagh and Omagh,99,386,0
2021-12-02,Fermanagh and Omagh,112,431,0
2021-12-03,Fermanagh and Omagh,75,392,0
2021-12-04,Fermanagh and Omagh,80,338,0
2021-12-05,Fermanagh and Omagh,79,322,1
2021-12-06,Fermanagh and Omagh,118,471,0
2021-12-07,Fermanagh and Omagh,77,399,0
2021-12-08,Fermanagh and Omagh,94,474,0
2021-12-09,Fermanagh and Omagh,90,388,0
2021-12-10,Fermanagh and Omagh,82,412,0
2021-12-11,Fermanagh and Omagh,88,406,0
2021-12-12,Fermanagh and Omagh,84,402,0
2021-12-13,Fermanagh and Omagh,113,501,0
2021-12-14,Fermanagh and Omagh,129,677,0
2021-12-15,Fermanagh and Omagh,99,596,1
2021-12-16,Fermanagh and Omagh,143,640,0
2021-12-17,Fermanagh and Omagh,117,736,1
2021-12-18,Fermanagh and Omagh,107,769,0
2021-12-19,Fermanagh and Omagh,133,649,0
2021-12-20,Fermanagh and Omagh,147,728,0
2021-12-21,Fermanagh and Omagh,202,777,1
2021-12-22,Fermanagh and Omagh,246,913,0
2021-12-23,Fermanagh and Omagh,287,1009,0
2021-12-24,Fermanagh and Omagh,292,748,0
2021-12-25,Fermanagh and Omagh,195,389,0
2021-12-26,Fermanagh and Omagh,215,615,0
2021-12-27,Fermanagh and Omagh,611,1357,0
2021-12-28,Fermanagh and Omagh,668,1496,2
2021-12-29,Fermanagh and Omagh,742,1636,0
2021-12-30,Fermanagh and Omagh,701,1313,0
2021-12-31,Fermanagh and Omagh,652,1343,1
2022-01-01,Fermanagh and Omagh,507,850,0
2022-01-02,Fermanagh and Omagh,595,1129,1
2022-01-03,Fermanagh and Omagh,682,1401,0
2022-01-04,Fermanagh and Omagh,643,1369,0
2022-01-05,Fermanagh and Omagh,499,1087,1
2022-01-06,Fermanagh and Omagh,261,566,0
2022-01-07,Fermanagh and Omagh,196,564,0
2022-01-08,Fermanagh and Omagh,185,620,0
2022-01-09,Fermanagh and Omagh,164,476,0
2022-01-10,Fermanagh and Omagh,212,539,0
2022-01-11,Fermanagh and Omagh,170,535,0
2022-01-12,Fermanagh and Omagh,157,527,2
2022-01-13,Fermanagh and Omagh,125,391,1
2022-01-14,Fermanagh and Omagh,138,581,0
2022-01-15,Fermanagh and Omagh,130,609,0
2022-01-16,Fermanagh and Omagh,145,591,0
2022-01-17,Fermanagh and Omagh,219,889,0
2022-01-18,Fermanagh and Omagh,221,930,0
2022-01-19,Fermanagh and Omagh,188,874,0
2022-01-20,Fermanagh and Omagh,151,762,1
2020-02-07,Lisburn and Castlereagh,0,2,0
2020-02-08,Lisburn and Castlereagh,0,1,0
2020-02-09,Lisburn and Castlereagh,0,0,0
2020-02-10,Lisburn and Castlereagh,0,0,0
2020-02-11,Lisburn and Castlereagh,0,1,0
2020-02-12,Lisburn and Castlereagh,0,0,0
2020-02-13,Lisburn and Castlereagh,0,0,0
2020-02-14,Lisburn and Castlereagh,0,0,0
2020-02-15,Lisburn and Castlereagh,0,0,0
2020-02-16,Lisburn and Castlereagh,0,0,0
2020-02-17,Lisburn and Castlereagh,0,1,0
2020-02-18,Lisburn and Castlereagh,0,0,0
2020-02-19,Lisburn and Castlereagh,0,0,0
2020-02-20,Lisburn and Castlereagh,0,0,0
2020-02-21,Lisburn and Castlereagh,0,1,0
2020-02-22,Lisburn and Castlereagh,0,0,0
2020-02-23,Lisburn and Castlereagh,0,0,0
2020-02-24,Lisburn and Castlereagh,0,0,0
2020-02-25,Lisburn and Castlereagh,0,1,0
2020-02-26,Lisburn and Castlereagh,0,4,0
2020-02-27,Lisburn and Castlereagh,0,3,0
2020-02-28,Lisburn and Castlereagh,0,2,0
2020-02-29,Lisburn and Castlereagh,0,5,0
2020-03-01,Lisburn and Castlereagh,0,0,0
2020-03-02,Lisburn and Castlereagh,0,1,0
2020-03-03,Lisburn and Castlereagh,0,1,0
2020-03-04,Lisburn and Castlereagh,0,0,0
2020-03-05,Lisburn and Castlereagh,0,1,0
2020-03-06,Lisburn and Castlereagh,0,1,0
2020-03-07,Lisburn and Castlereagh,0,1,0
2020-03-08,Lisburn and Castlereagh,0,1,0
2020-03-09,Lisburn and Castlereagh,1,2,0
2020-03-10,Lisburn and Castlereagh,0,1,0
2020-03-11,Lisburn and Castlereagh,3,6,0
2020-03-12,Lisburn and Castlereagh,2,7,0
2020-03-13,Lisburn and Castlereagh,1,11,0
2020-03-14,Lisburn and Castlereagh,1,4,0
2020-03-15,Lisburn and Castlereagh,0,4,0
2020-03-16,Lisburn and Castlereagh,1,7,0
2020-03-17,Lisburn and Castlereagh,1,9,0
2020-03-18,Lisburn and Castlereagh,1,4,1
2020-03-19,Lisburn and Castlereagh,2,6,0
2020-03-20,Lisburn and Castlereagh,2,9,0
2020-03-21,Lisburn and Castlereagh,5,12,0
2020-03-22,Lisburn and Castlereagh,2,7,0
2020-03-23,Lisburn and Castlereagh,6,20,0
2020-03-24,Lisburn and Castlereagh,3,22,0
2020-03-25,Lisburn and Castlereagh,9,28,1
2020-03-26,Lisburn and Castlereagh,11,32,0
2020-03-27,Lisburn and Castlereagh,3,13,0
2020-03-28,Lisburn and Castlereagh,8,17,1
2020-03-29,Lisburn and Castlereagh,6,18,0
2020-03-30,Lisburn and Castlereagh,7,32,0
2020-03-31,Lisburn and Castlereagh,21,41,0
2020-04-01,Lisburn and Castlereagh,11,24,0
2020-04-02,Lisburn and Castlereagh,4,11,0
2020-04-03,Lisburn and Castlereagh,12,27,1
2020-04-04,Lisburn and Castlereagh,6,14,0
2020-04-05,Lisburn and Castlereagh,12,27,0
2020-04-06,Lisburn and Castlereagh,7,16,0
2020-04-07,Lisburn and Castlereagh,10,22,1
2020-04-08,Lisburn and Castlereagh,12,24,0
2020-04-09,Lisburn and Castlereagh,4,17,1
2020-04-10,Lisburn and Castlereagh,5,20,1
2020-04-11,Lisburn and Castlereagh,7,22,4
2020-04-12,Lisburn and Castlereagh,4,11,3
2020-04-13,Lisburn and Castlereagh,11,26,0
2020-04-14,Lisburn and Castlereagh,7,21,1
2020-04-15,Lisburn and Castlereagh,7,23,1
2020-04-16,Lisburn and Castlereagh,14,36,1
2020-04-17,Lisburn and Castlereagh,15,28,1
2020-04-18,Lisburn and Castlereagh,14,26,2
2020-04-19,Lisburn and Castlereagh,4,10,0
2020-04-20,Lisburn and Castlereagh,12,24,1
2020-04-21,Lisburn and Castlereagh,24,38,2
2020-04-22,Lisburn and Castlereagh,6,15,1
2020-04-23,Lisburn and Castlereagh,2,14,0
2020-04-24,Lisburn and Castlereagh,2,13,1
2020-04-25,Lisburn and Castlereagh,3,10,1
2020-04-26,Lisburn and Castlereagh,1,5,1
2020-04-27,Lisburn and Castlereagh,10,26,0
2020-04-28,Lisburn and Castlereagh,6,21,2
2020-04-29,Lisburn and Castlereagh,4,19,3
2020-04-30,Lisburn and Castlereagh,12,34,1
2020-05-01,Lisburn and Castlereagh,3,32,1
2020-05-02,Lisburn and Castlereagh,3,20,1
2020-05-03,Lisburn and Castlereagh,2,25,1
2020-05-04,Lisburn and Castlereagh,2,22,0
2020-05-05,Lisburn and Castlereagh,5,29,1
2020-05-06,Lisburn and Castlereagh,2,30,0
2020-05-07,Lisburn and Castlereagh,1,38,0
2020-05-08,Lisburn and Castlereagh,5,33,1
2020-05-09,Lisburn and Castlereagh,5,25,1
2020-05-10,Lisburn and Castlereagh,5,25,0
2020-05-11,Lisburn and Castlereagh,3,33,0
2020-05-12,Lisburn and Castlereagh,7,28,0
2020-05-13,Lisburn and Castlereagh,2,39,0
2020-05-14,Lisburn and Castlereagh,4,31,0
2020-05-15,Lisburn and Castlereagh,8,40,0
2020-05-16,Lisburn and Castlereagh,4,23,0
2020-05-17,Lisburn and Castlereagh,3,19,2
2020-05-18,Lisburn and Castlereagh,4,42,0
2020-05-19,Lisburn and Castlereagh,4,35,0
2020-05-20,Lisburn and Castlereagh,6,39,1
2020-05-21,Lisburn and Castlereagh,4,38,1
2020-05-22,Lisburn and Castlereagh,5,36,0
2020-05-23,Lisburn and Castlereagh,5,49,1
2020-05-24,Lisburn and Castlereagh,2,24,0
2020-05-25,Lisburn and Castlereagh,4,30,0
2020-05-26,Lisburn and Castlereagh,2,21,0
2020-05-27,Lisburn and Castlereagh,4,41,1
2020-05-28,Lisburn and Castlereagh,4,32,1
2020-05-29,Lisburn and Castlereagh,2,28,0
2020-05-30,Lisburn and Castlereagh,1,26,0
2020-05-31,Lisburn and Castlereagh,5,34,0
2020-06-01,Lisburn and Castlereagh,2,48,0
2020-06-02,Lisburn and Castlereagh,1,45,1
2020-06-03,Lisburn and Castlereagh,0,51,0
2020-06-04,Lisburn and Castlereagh,1,65,0
2020-06-05,Lisburn and Castlereagh,1,43,0
2020-06-06,Lisburn and Castlereagh,3,25,0
2020-06-07,Lisburn and Castlereagh,1,14,0
2020-06-08,Lisburn and Castlereagh,1,49,0
2020-06-09,Lisburn and Castlereagh,3,54,0
2020-06-10,Lisburn and Castlereagh,0,45,0
2020-06-11,Lisburn and Castlereagh,3,38,0
2020-06-12,Lisburn and Castlereagh,2,30,0
2020-06-13,Lisburn and Castlereagh,2,21,0
2020-06-14,Lisburn and Castlereagh,3,22,0
2020-06-15,Lisburn and Castlereagh,2,36,0
2020-06-16,Lisburn and Castlereagh,1,24,0
2020-06-17,Lisburn and Castlereagh,0,46,0
2020-06-18,Lisburn and Castlereagh,0,40,1
2020-06-19,Lisburn and Castlereagh,1,35,0
2020-06-20,Lisburn and Castlereagh,0,9,0
2020-06-21,Lisburn and Castlereagh,0,16,0
2020-06-22,Lisburn and Castlereagh,0,50,0
2020-06-23,Lisburn and Castlereagh,1,38,0
2020-06-24,Lisburn and Castlereagh,0,32,0
2020-06-25,Lisburn and Castlereagh,1,34,0
2020-06-26,Lisburn and Castlereagh,2,27,0
2020-06-27,Lisburn and Castlereagh,1,21,0
2020-06-28,Lisburn and Castlereagh,0,15,0
2020-06-29,Lisburn and Castlereagh,3,27,0
2020-06-30,Lisburn and Castlereagh,0,30,0
2020-07-01,Lisburn and Castlereagh,0,23,1
2020-07-02,Lisburn and Castlereagh,1,23,0
2020-07-03,Lisburn and Castlereagh,2,25,1
2020-07-04,Lisburn and Castlereagh,0,17,0
2020-07-05,Lisburn and Castlereagh,0,16,0
2020-07-06,Lisburn and Castlereagh,3,37,0
2020-07-07,Lisburn and Castlereagh,1,41,0
2020-07-08,Lisburn and Castlereagh,1,41,0
2020-07-09,Lisburn and Castlereagh,0,25,0
2020-07-10,Lisburn and Castlereagh,0,31,0
2020-07-11,Lisburn and Castlereagh,0,18,0
2020-07-12,Lisburn and Castlereagh,0,23,1
2020-07-13,Lisburn and Castlereagh,0,31,0
2020-07-14,Lisburn and Castlereagh,0,35,0
2020-07-15,Lisburn and Castlereagh,1,35,0
2020-07-16,Lisburn and Castlereagh,0,34,0
2020-07-17,Lisburn and Castlereagh,0,35,0
2020-07-18,Lisburn and Castlereagh,0,31,0
2020-07-19,Lisburn and Castlereagh,0,19,0
2020-07-20,Lisburn and Castlereagh,1,33,0
2020-07-21,Lisburn and Castlereagh,0,34,0
2020-07-22,Lisburn and Castlereagh,4,40,0
2020-07-23,Lisburn and Castlereagh,1,22,0
2020-07-24,Lisburn and Castlereagh,0,31,0
2020-07-25,Lisburn and Castlereagh,0,27,0
2020-07-26,Lisburn and Castlereagh,0,23,0
2020-07-27,Lisburn and Castlereagh,0,34,0
2020-07-28,Lisburn and Castlereagh,0,48,0
2020-07-29,Lisburn and Castlereagh,0,33,0
